guid,title,comments,Published status,body,
495,495,2,1,"BELLA<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;My word! I’m all of a mucksweat.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(She glances around her at the couples. Then her eyes rest on Bloom with hard insistence. Her large fan winnows wind towards her heated face, neck and embonpoint. Her falcon eyes glitter.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Flirting quickly, then slowly.) Married, I see.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Yes... Partly, I have mislaid...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Half opening, then closing.) And the missus is master. Petticoat government.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Looks down with a sheepish grin.) That is so.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Folding together, rests against her eardrop.) Have you forgotten me?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Nes. Yo.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Folded akimbo against her waist.) Is me her was you dreamed before? Was then she him you us since knew? Am all them and the same now we?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bella approaches, gently tapping with the fan.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Wincing.) Powerful being. In my eyes read that slumber which women<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;love.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Tapping.) We have met. You are mine. It is fate.",
496,496,2,1,"BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Cowed.) Exuberant female. Enormously I desiderate your domination. I am exhausted, abandoned, no more young. I stand, so to speak, with an unposted letter bearing the extra regulation fee before the too late box of the general postoffice of human life. The door and window open at a right angle cause a draught of thirtytwo feet per second according to the law of falling bodies. I have felt this instant a twinge of sciatica in my left glutear muscle. It runs in our family. Poor dear papa, a widower, was a regular barometer from it. He believed in animal heat. A skin of tabby lined his winter waistcoat. Near the end, remembering king David and the Sunamite, he shared his bed with Athos, faithful after death. A dog’s spittle, as you probably... (He winces.) Ah!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;RICHIE GOULDING<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bagweighted, passes the door.) Mocking is catch. Best value in Dub. Fit for a prince’s liver and kidney.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Tapping.) All things end. Be mine. Now.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Undecided.) All now? I should not have parted with my talisman. Rain, exposure at dewfall on the sea rocks, a peccadillo at my time of life. Every phenomenon has a natural cause.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Points downwards slowly.) You may.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Looks downwards and perceives her unfastened bootlace.) We are observed.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE FAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Points downwards quickly.) You must.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With desire, with reluctance.) I can make a true black knot. Learned when",
497,497,2,1,"I served my time and worked the mail orderline for Kellett’s. Experienced hand. Every knot says a lot. Let me. In courtesy. I knelt once before today. Ah!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bella raises her gown slightly and, steadying her pose, lifts to the edge of a chair a plump buskined hoof and a full pastern, silksocked. Bloom, stifflegged, aging, bends over her hoof and with gentle fingers draws out and in her laces.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Murmurs lovingly.) To be a shoefitter in Mansfield’s was my love’s young dream, the darling joys of sweet buttonhooking, to lace up crisscrossed to kneelength the dressy kid footwear satinlined, so incredibly small, of Clyde Road ladies. Even their wax model Raymonde I visited daily to admire her cobweb hose and stick of rhubarb toe, as worn in Paris.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE HOOF<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Smell my hot goathide. Feel my royal weight.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Crosslacing.) Too tight?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE HOOF<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If you bungle, Handy Andy, I’ll kick your football for you.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Not to lace the wrong eyelet as I did the night of the bazaar dance. Bad luck. Nook in wrong tache of her... person you mentioned. That night she met... Now!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(He knots the lace. Bella places her foot on the floor. Bloom raises his head. Her heavy face, her eyes strike him in midbrow. His eyes grow dull, darker and pouched, his nose thickens.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Mumbles.) Awaiting your further orders, we remain, gentlemen...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With a hard basilisk stare, in a baritone voice.) Hound of dishonour!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Infatuated.) Empress!",
498,498,2,1,"BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(His heavy cheekchops sagging.) Adorer of the adulterous rump!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Plaintively.) Hugeness!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Dungdevourer!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With sinews semiflexed.) Magnificence!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Down! (He taps her on the shoulder with his fan.) Incline feet forward! Slide left foot one pace back. You will fall. You are falling. On the hands down!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Her eyes upturned in the sign of admiration, closing.) Truffles!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With a piercing epileptic cry she sinks on all fours, grunting, snuffling, rooting at his feet, then lies, shamming dead with eyes shut tight, trembling eyelids, bowed upon the ground in the attitude of most excellent master.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With bobbed hair, purple gills, fat moustache rings ronnd his shaven mouth, in mountaineer’s puttees, green silverbuttoned coat, sport skirt and alpine hat with moorcock’s feather, his hands stuck deep in his breeches pockets, places his heel on her neck and grinds it in.) Feel my entire weight. Bow, bondslave, before the throne of your despot’s glorious heels, so glistening in their proud erectness.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Enthralled, bleats.) I promise never to disobey.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Laughs loudly.) Holy smoke! You little know what’s in store for you. I’m the tartar to settle your little lot and break you in! I’ll bet Kentucky cocktails all round I shame it out of you, old son. Cheek me, I dare you. If you do tremble in anticipation of heel discipline to be inflicted in gym costume.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bloom creeps under the sofa and peers out through the fringe.)",
499,499,2,1,"ZOE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Widening her slip to screen her.) She’s not here.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Closing her eyes.) She’s not here.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;FLORRY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Hiding her with her gown.) She didn’t mean it, Mr Bello. She'll be good,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;sir.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;KITTY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Don’t be too hard on her, Mr Bello. Sure you won’t, ma’amsir.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Coaxingly.) Come, ducky dear. I want a word with you, darling, just to administer correction. Just a little heart to heart talk, sweety. (Bloom puts out her timid head.) There’s a good girly now. (Bello grabs her hair violently and drags her forward.) I only want to correct you for your own good on a soft safe spot. How’s that tender behind? O, ever so gently, pet. Begin to get ready.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Fainting.) Don’t tear my...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Savagely.) The nosering, the pliers, the bastinado, the hanging hook, the knout I’ll make you kiss while the flutes play like the Nubian slave of old. You’re in for it this time. I’ll make you remember me for the balance of your natural life. (His forehead veins swollen, his face congested.) I shall sit on your ottomansaddleback every morning after my thumping good breakfast of Matterson’s fat ham rashers and a bottle of Guinness’s porter. (He belches.) And suck my thumping good Stock Exchange cigar while I read the Licensed Victualler's Gazette. Very possibly I shall have you slaughtered and skewered in my stables and enjoy a slice of you with crisp crackling from the baking tin basted and baked like sucking pig with rice and lemon or currant sauce. It will hurt you.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(He twists her arm. Bloom squeaks, turning turtle.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Don’t be cruel, nurse! Don’t!",
500,500,2,1,"BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Twisting.) Another!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Screams.) O, it's hell itself! Every nerve in my body aches like mad!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Shouts.) Good, by the ramping jumping general! That’s the best bit of news I heard these six weeks. Here, don’t keep me waiting, damn you. (He slaps her face.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Whimpers.) You’re after hitting me. I’ll tell...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Hold him down, girls, till I squat on him.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ZOE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Yes. Walk on him! I will.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;FLORRY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;I","will. Don’t be greedy.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;KITTY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;No, me. Lend him to me.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(The brothel cook, Mrs Keogh, wrinkled, greybearded, in a greasy bib, men's grey and green socks and brogues, flour smeared, a rollingpin stuck with raw pastry in her bare red arm and hand, appears at the door.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;MRS KEOGH<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Ferociously.) Can I help? (They hold and pinion Bloom.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Squats, with a grunt on Bloom's upturned face, puffing cigar smoke, nursing a fat leg.) I see Keating Clay is elected chairman of the Richmond Asylum and bytheby Guinness’s preference shares are at sixteen three quarters. Curse me for a fool that I didn’t buy that lot Craig and Gardner told me about. Just my infernal luck, curse it. And that Goddamned outsider Throwaway at twenty"
501,501,2,1,"to one. (He quenches his cigar angrily on Bloom's ear.) Where’s that Goddamned cursed ashtray?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Goaded, buttocksmothered.) O! O! Monsters! Cruel one!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ask for that every ten minutes. Beg, pray for it as you never prayed before. (He thrusts out a figged fist and foul cigar.) Here, kiss that. Both. Kiss. (He throws a leg astride and, pressing with horseman's knees, calls in a hard voice.) Gee up! A cockhorse to Banbury cross. I’ll ride him for the Eclipse stakes. (He bends sideways and squeezes his mount’s testicles roughly, shouting.) Ho! off we pop! I’ll nurse you in proper fashion. (He horserides cockhorse, leaping in the, in the saddle.) The lady goes a pace a pace and the coachman goes a trot a trot and the gentleman goes a gallop a gallop a gallop a gallop.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;FLORRY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Pulls at Bello.) Let me on him now. You had enough. I asked before you.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ZOE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Pulling at Florry.) Me. Me. Are you not finished with him yet, suckeress?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Stifling.) Can’t.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Well, I’m not. Wait. (He holds in his breath.) Curse it. Here. This bung’s about burst. (He uncorks himself behind : then, contorting his features, farts loudly.) Take that! (He recorks himself.) Yes, by Jingo, sixteen three quarters.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(A sweat breaking out over him.) Not man. (He sniffs.) Woman.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Stands up.) No more blow hot and cold. What you longed for has come to pass. Henceforth you are unmanned and mine in earnest, a thing under the yoke. Now for your punishment frock. You will shed your male garments, you understand, Ruby Cohen? and don the shot silk luxuriously rustling over head and shoulders and quickly too.",
502,502,2,1,"BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Shrinks.) Silk, mistress said! O crinkly! scrapy! Must I tiptouch it with my nails?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Points to his whores.) As they are now, so will you be, wigged, singed, perfumesprayed, ricepowdered, with smoothshaven armpits. Tape measurements will be taken next your skin. You will be laced with cruel force into vicelike corsets of soft dove coutille, with whalebone busk, to the diamond trimmed pelvis, the absolute outside edge, while your figure, plumper than when at large, will be restrained in nettight frocks, pretty two ounce petticoats and fringes and things stamped, of course, with my houseflag, creations of lovely lingerie for Alice and nice scent for Alice. Alice will feel the pullpull. Martha and Mary will be a little chilly at first in such delicate thighcasing but the frilly flimsiness of lace round your bare knees will remind you...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(A charming soubrette with dauby cheeks, mustard hair and large male hands and nose, leering mouth.) I tried her things on only once, a small prank, in Holles street. When we were hardup I washed them to save the laundry bill. My own shirts I turned. It was the purest thrift.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Jeers.) Little jobs that make mother pleased, eh! and showed off coquettishly in your domino at the mirror behind closedrawn blinds your unskirted thighs and hegoat’s udders, in various poses of surrender, eh? Ho! Ho! I have to laugh! That secondhand black operatop shift and short trunk leg naughties all split up the stitches at her last rape that Mrs Miriam Dandrade sold you from the Shelbourne Hotel, eh?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Miriam. Black. Demimondaine.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Guffaws.) Christ Almighty, it’s too tickling, this! You were a nicelooking Miriam when you clipped off your backgate hairs and lay swooning in the thing across the bed as Mrs Dandrade, about to be violated by Lieutenant",
503,503,2,1,"Smythe-Smythe, Mr Philip Augustus Blockwell, M. P., Signor Laci Daremo, the robust tenor, blueeyed Bert, the liftboy, Henry Fleury of Gordon Bennett fame, Sheridan, the quadroon Crœsus, the varsity wetbob eight from old Trinity, Ponto, her splendid Newfoundland and Bobs, dowager duchess of Manorhamilton. (He guffaws again.) Christ, wouldn’t it make a Siamese cat laugh?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Her hands and features working.) It was Gerald converted me to be a true corsetlover when I was female impersonator in the High School play Vice Versa. It was dear Gerald. He got that kink, fascinated by sister’s stays. Now dearest Gerald uses pinky greasepaint and gilds his eyelids. Cult of the beautiful.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(With wicked glee.) Beautiful! Give us a breather! When you took your seat with womanish care, lifting your billowy flounces, on the smoothworn throne.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Science. To compare the various joys we each enjoy. (Earnestly.) and really it’s better the position... because often I used to wet...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Sternly.) No insubordination. The sawdust is there in the corner for you. I gave you strict instructions, didn't I? Do it standing, sir! I’ll teach you to behave like a jinkleman! If I catch a trace on your swaddles. Aha! By the ass of the Dorans’ you’ll find I’m a martinet. The sins of your past are rising against you. Many. Hundreds.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE SINS OF THE PAST<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In a medley of voices.) He went through a form of clandestine marriage with at least one woman in the shadow of the Black Church. Unspeakable messages he telephoned mentally to Miss Dunn at an address in d’Olier Street while he presented himself indecently to the instrument in the callbox. By word and deed he encouraged a nocturnal strumpet to deposit fecal and other matter in an unsanitary outhouse attached to empty premises. In five public conveniences he wrote pencilled messages offering his nuptial partner to all strongmembered males. And by the offensively smelling vitriol works did he not pass night after night by loving courting couples to see if and what and",
504,504,2,1,"how much he could see? Did he not lie in bed, the gross boar, gloating over a nauseous fragment of wellused toilet paper presented to him by a nasty harlot, stimulated by gingerbread and a postal order?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Whistles loudly.) Say! What was the most revolting piece of obscenity in all your career of crime? Go the whole hog. Puke it out. Be candid for once.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Mute inhuman faces throng forward, leering, vanishing, gibbering, Booloohoom. Poldy Koch, Bootlaces a penny. Cassidy's hag, blind stripling, Larry Rhinoceros, the girl, the woman, the whore, the other, the...)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Don’t ask me : Our mutual faith. Pleasants street. I only thought the halt of the... I swear on my sacred oath...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Peremptorily.) Answer. Repugnant wretch! I insist on knowing. Tell me something to amus me, smut or a bloody good ghoststory or a line of poetry, quick, quick, quick! Where? How? What time? With how many? I give you just three seconds. One! Two! Thr...!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Docile, gurgles.) I rererepugnosed in rerererepugnant...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Imperiously.) O get out, you skunk! Hold your tongue! Speak when you’re spoken to.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bows.) Master! Mistress! Mantamer!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(He lifts his arms. His bangle bracelets fall.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Satirically.) By day you will souse and bat our smelling underclothes, also when we ladies are unwell, and swab out our latrines with dress pinned up and a dishclout tied to your tail, Won’t that be nice? (He places a ruby ring on her finger.) And there now! With this ring I thee own. Say, thank you, mistress.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Thank you, mistress.",
505,505,2,1,"BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You will make the beds, get my tub ready, empty the pisspots in the different rooms, including old Mrs Keogh’s the cook’s, a sandy one. Ay, and rinse the seven of them well, mind, or lap it up like champagne. Drink me piping hot. Hop! you will dance attendance or I’ll lecture you on your misdeeds, Miss Ruby, and spank your bare bot right well, miss, with the hairbrush. You’ll be taught the error of your ways. At night your wellcreamed braceletted hands will wear fortythreebutton gloves newpowdered with talc and having delicately scented fingertips. For such favours knights of old laid down their lives (He chuckles.) My boys will be no end charmed to see you so ladylike, the colonel, above all. When they come here the night before the wedding to fondle my new attraction in gilded heels. First, I’ll have a go at you myself. A man I know on the turf named Charles Alberta Marsh (I was in bed with him just now and another gentleman out of the Hanaper and Petty Bag office) is on the lookout for a maid of all work at a short knock. Swell the bust. Smile. Droop shoulders. What offers? (He points.) For that lot trained by owner to fetch and carry, basket in mouth. (He bares his arm and plunges it elbowdeep in Bloom's vulva.) There’s fine depth for you! What, boys? That give you a hardon? (He shoves his arm in a bidder's face.) Here wet the deck and wipe it round!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A BIDDER<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A florin.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Dillon's lacquey rings his handbell.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A VOICE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;One and eightpence too much.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE LACQUEY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Barang!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;CHARLES ALBERTA MARSH.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Must be virgin. Good breath. Clean.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BELLO<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Gives a rap with his gavel.) Two bar. Rockbottom figure and cheap at the price. Fourteen hands high. Touch and examine shis points. Handle hrim. This downy skin, these soft muscles, this tender flesh. If I had only my gold piercer here! And quite easy to milk. Three newlaid gallons a day. A pure",
